CustomerID,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,LastUpdated
29469,NULL,Dominique,M,Saunders,NULL,3792 Westwood Ct.,NULL,Oxon,England,United Kingdom,OX16 8RS,1 (11) 500 555-0172,1981-04-26,Graduate Degree,Professional,F,M,1,2,1,2,128001,2017-03-06
20147,NULL,Tabitha,NULL,Ramos,NULL,1645 Alicante Court,NULL,Berkshire,England,United Kingdom,RG11 5TP,1 (11) 500 555-0195,1961-07-11,Bachelors,Management,F,M,1,3,1,2,102608,2017-03-06
25071,NULL,Natalie,W,Brooks,NULL,2305 Glaze Drive,NULL,Mill Valley,California,United States,94941,568-555-0151,1984-02-18,Bachelors,Skilled Manual,F,M,1,1,2,2,59054,2017-03-06
14417,NULL,Ernest,H,Lu,NULL,4211 Las Lomas Way,NULL,Bellingham,Washington,United States,98225,153-555-0154,1972-02-05,High School,Clerical,M,S,1,1,0,0,83545,2017-03-06
12017,NULL,David,E,Simmons,NULL,8442 Euclid Avenue,NULL,Port Hammond,British Columbia,Canada,V6B 3P7,712-555-0167,1996-10-27,High School,Manual,M,M,0,0,0,0,34755,2017-03-06
14342,NULL,Beth,L,Ruiz,NULL,835 Magic Dr.,NULL,Ballard,Washington,United States,98107,190-555-0177,1999-03-26,High School,Skilled Manual,F,S,0,1,0,0,55376,2017-03-06
12026,NULL,Lucas,NULL,Flores,NULL,9431 Firestone,NULL,West Covina,California,United States,91791,468-555-0132,1998-07-17,High School,Clerical,M,M,0,1,0,0,85853,2017-03-06
15402,NULL,Connor,J,Evans,NULL,69 Market Pl.,NULL,Westminster,British Columbia,Canada,V3L 1H4,934-555-0148,1974-08-16,Partial High School,Manual,M,M,1,1,1,2,34792,2017-03-06
23063,NULL,Jennifer,P,Thompson,NULL,8782 Grenola Dr.,NULL,Mill Valley,California,United States,94941,678-555-0173,1957-04-16,Graduate Degree,Professional,F,M,1,1,1,2,133199,2017-03-06
16943,NULL,Veronica,R,Garcia,NULL,Wertheimer Straße 895,NULL,Darmstadt,Hessen,Germany,64283,1 (11) 500 555-0155,1958-08-28,Bachelors,Professional,F,M,1,1,2,2,138021,2017-03-06
18755,NULL,Christopher,NULL,Lewis,NULL,7513 Royal Links Ct.,NULL,Haney,British Columbia,Canada,V2W 1W2,410-555-0143,1996-08-24,High School,Manual,M,S,0,1,0,0,36666,2017-03-06
26556,NULL,Jeremy,NULL,Cooper,NULL,2909 Woodland Dr.,NULL,Corvallis,Oregon,United States,97330,869-555-0171,1996-05-04,Partial College,Clerical,M,M,0,2,0,0,82700,2017-03-06
20105,NULL,Alexis,NULL,Taylor,NULL,5960 Springfield Drive,NULL,La Jolla,California,United States,92806,511-555-0186,1977-08-26,High School,Skilled Manual,F,M,1,1,0,2,61330,2017-03-06
23135,NULL,Dylan,D,Clark,NULL,2730 Dewing Lane,NULL,Berkeley,California,United States,94704,991-555-0143,1977-03-03,Partial College,Management,M,M,1,2,0,2,104109,2017-03-06
23822,NULL,Sierra,M,Campbell,NULL,4877 Banana Court,NULL,Portland,Oregon,United States,97205,177-555-0172,1993-09-02,Graduate Degree,Professional,F,M,1,3,0,0,134106,2017-03-06
24132,NULL,Devon,L,Tang,NULL,730 Keller Ridge Dr,NULL,Woolston,England,United Kingdom,WA1 4SY,1 (11) 500 555-0139,1994-12-27,Partial High School,Manual,M,S,0,1,0,0,33252,2017-03-06
25754,NULL,Calvin,A,Sharma,NULL,Lieblingsweg 500,NULL,Paderborn,Hamburg,Germany,33041,1 (11) 500 555-0130,1971-11-21,High School,Skilled Manual,M,S,1,1,0,0,56794,2017-03-06
14754,NULL,Grant,NULL,Pal,NULL,9503 Clark Creek Lane,NULL,Bellingham,Washington,United States,98225,166-555-0146,1977-11-17,Partial College,Skilled Manual,M,M,1,1,0,2,52357,2017-03-06
21136,NULL,Natasha,NULL,Carlson,NULL,9573 Royal Oak Rd.,NULL,W. York,England,United Kingdom,BD1 4SJ,1 (11) 500 555-0128,2000-03-12,Partial High School,Skilled Manual,F,M,0,1,0,0,52494,2017-03-06
29263,NULL,Nathan,NULL,Li,NULL,2025 Sunset Meadows,NULL,Beverly Hills,California,United States,90210,667-555-0117,1956-05-24,Graduate Degree,Management,M,M,1,3,0,3,107682,2017-03-06
14129,NULL,Monica,A,Martinez,NULL,9018 Vallet Crest Drive,NULL,Silverwater,New South Wales,Australia,2264,1 (11) 500 555-0162,1999-10-18,Bachelors,Manual,F,M,0,0,0,0,26440,2017-03-06
23414,NULL,Damien,L,Lin,NULL,6573 Helene Court,NULL,Cloverdale,South Australia,Australia,6105,1 (11) 500 555-0134,1988-05-26,Bachelors,Manual,M,S,0,0,0,0,35586,2017-03-06
16548,NULL,Darren,NULL,Rubio,NULL,"84, rue Philibert-Delorme",NULL,Roncq,Nord,France,59223,1 (11) 500 555-0116,1980-07-14,Bachelors,Management,M,M,1,2,0,2,102827,2017-03-06
13374,NULL,Marco,M,Martinez,NULL,3917 Fern Leaf Lane,NULL,Burlingame,California,United States,94010,143-555-0120,1968-05-20,Partial College,Skilled Manual,M,M,1,2,1,2,60347,2017-03-06
27752,NULL,Christian,NULL,Butler,NULL,929 Birchbark Place,NULL,Victoria,British Columbia,Canada,V8V,302-555-0121,1995-05-23,High School,Clerical,M,S,0,2,0,0,79259,2017-03-06
11754,NULL,Janet,L,Ortega,NULL,4921 Oakwood Circle,NULL,Malabar,New South Wales,Australia,2036,1 (11) 500 555-0182,1990-07-08,Bachelors,Management,F,M,1,0,1,1,106502,2017-03-06
25543,NULL,Ramon,T,Chen,NULL,Parkstr 4851,NULL,Essen,Hamburg,Germany,45001,1 (11) 500 555-0116,1976-09-23,Partial College,Clerical,M,M,1,3,1,2,81614,2017-03-06
20738,NULL,Alex,O,Kelly,NULL,6327 Mount Olivet Ct.,NULL,Puyallup,Washington,United States,98371,654-555-0176,1986-07-22,Graduate Degree,Professional,M,M,1,1,0,1,136226,2017-03-06
11075,NULL,Felicia,L,Jimenez,NULL,786 Eastgate Ave,NULL,Bendigo,Victoria,Australia,3550,1 (11) 500 555-0165,1977-11-16,High School,Skilled Manual,F,S,1,2,0,0,53084,2017-03-06
19583,NULL,Jake,L,Li,NULL,5642 La Orinda Pl,NULL,Darlinghurst,New South Wales,Australia,2010,1 (11) 500 555-0123,1988-05-15,Bachelors,Skilled Manual,M,M,0,2,1,2,54540,2017-03-06
14761,NULL,Morgan,L,Kelly,NULL,313 Ladera,NULL,San Gabriel,California,United States,91776,199-555-0126,1978-09-25,Graduate Degree,Professional,F,S,1,3,0,0,135140,2017-03-06
17624,NULL,Samantha,N,Alexander,NULL,1687 Chaparral Court,NULL,Grossmont,California,United States,91941,678-555-0176,1983-02-21,Bachelors,Clerical,F,S,0,3,0,0,77618,2017-03-06
18645,NULL,Jordan,K,Bryant,NULL,"17, rue de la Centenaire",NULL,Olympia,Washington,United States,98501,371-555-0193,1986-03-21,Graduate Degree,Skilled Manual,M,M,1,0,2,2,52217,2017-03-06
27597,NULL,Carl,NULL,Jai,NULL,6242 Cleveland Avenue,NULL,Townsville,Queensland,Australia,4810,1 (11) 500 555-0116,1986-09-05,Bachelors,Clerical,M,S,0,3,0,0,85600,2017-03-06
28717,NULL,Calvin,E,Anand,NULL,618 Browse Ct.,NULL,North Sydney,New South Wales,Australia,2055,1 (11) 500 555-0175,1985-07-21,Bachelors,Manual,M,M,0,0,1,2,27210,2017-03-06
26356,NULL,Timothy,NULL,Howard,NULL,692 Brook Way,NULL,York,England,United Kingdom,YO15,1 (11) 500 555-0146,1987-03-11,High School,Clerical,M,M,1,1,1,2,85207,2017-03-06
21934,NULL,Jennifer,A,Cox,NULL,7128 Joan Ave.,NULL,Glendale,California,United States,91203,589-555-0184,1979-06-10,Bachelors,Clerical,F,M,1,2,1,2,85266,2017-03-06
19352,NULL,Arturo,V,Chen,NULL,"11, rue de Maubeuge",NULL,Saint Germain en Laye,Yveline,France,78100,1 (11) 500 555-0112,1983-11-12,Partial College,Skilled Manual,M,S,0,1,0,0,58257,2017-03-06
13591,NULL,Latasha,A,Alonso,NULL,2168 Reading Drive,NULL,York,England,United Kingdom,Y03 4TN,1 (11) 500 555-0110,1973-05-25,Bachelors,Management,F,M,1,1,1,2,103232,2017-03-06
20401,NULL,Hannah,G,Jenkins,NULL,7091 Clemson Court,NULL,Burlingame,California,United States,94010,802-555-0111,1962-04-11,Bachelors,Professional,F,M,1,2,1,2,135558,2017-03-06
25314,NULL,Charles,J,Bell,NULL,"9839, boulevard Beau Marchais",NULL,Chatou,Yveline,France,78400,1 (11) 500 555-0179,1991-11-04,Partial High School,Skilled Manual,M,S,0,1,0,0,54975,2017-03-06
24508,NULL,Alex,F,Phillips,NULL,579 Pinnacle Dr.,NULL,Milwaukie,Oregon,United States,97222,382-555-0119,1996-09-13,High School,Manual,M,S,0,1,0,0,32062,2017-03-06
14978,NULL,Jamie,NULL,Ortega,NULL,Kappellweg 242,NULL,München,Hessen,Germany,80074,1 (11) 500 555-0133,1998-04-01,Partial College,Management,M,S,0,1,0,0,106435,2017-03-06
27887,NULL,Eugene,C,Zhang,NULL,"338, rue Faubourg St Antoine",NULL,Paris,Seine (Paris),France,75019,1 (11) 500 555-0168,1980-09-07,High School,Skilled Manual,M,S,0,0,0,0,53425,2017-03-06
18242,NULL,Christine,I,Pal,NULL,9637 Arata Way,NULL,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0112,1989-07-10,Graduate Degree,Clerical,F,M,1,0,1,1,78073,2017-03-06
25602,NULL,Jermaine,A,Sara,NULL,Zollhof 2822,#919,Frankfurt am Main,Hamburg,Germany,60082,1 (11) 500 555-0146,1989-01-05,Graduate Degree,Professional,M,S,1,2,0,0,129788,2017-03-06
14769,NULL,Jessica,NULL,Powell,NULL,Herzogstr 5772,NULL,Paderborn,Nordrhein-Westfalen,Germany,33098,1 (11) 500 555-0164,1988-09-15,Bachelors,Skilled Manual,F,M,0,1,2,2,55145,2017-03-06
12243,NULL,Kristy,NULL,Rubio,NULL,1527 St. John Lane,NULL,Geelong,Victoria,Australia,3220,1 (11) 500 555-0180,2000-05-18,Partial College,Management,F,S,0,2,0,0,103138,2017-03-06
24259,NULL,Gavin,J,Price,NULL,3168 Limewood Pl.,NULL,Bremerton,Washington,United States,98312,977-555-0116,1997-08-03,Bachelors,Clerical,M,S,0,2,0,0,80215,2017-03-06
16921,NULL,Edwin,NULL,Jai,NULL,3962 Clyde Street,NULL,Calgary,Alberta,Canada,T2P 2G8,198-555-0136,1998-11-14,High School,Skilled Manual,M,M,0,1,0,0,52054,2017-03-06
21355,NULL,Mya,N,Diaz,NULL,5842 Standing Grove Dr.,NULL,Marysville,Washington,United States,98270,166-555-0170,1961-08-19,Graduate Degree,Skilled Manual,F,M,1,1,0,3,51504,2017-03-06
19243,NULL,James,K,Thomas,NULL,3623 Buskirk Avenue,NULL,San Carlos,California,United States,94070,620-555-0118,1993-04-28,Graduate Degree,Management,M,M,1,0,0,0,105955,2017-03-06
20280,NULL,Joshua,L,Harris,NULL,2040 Encino Drive,NULL,Metchosin,British Columbia,Canada,V9,820-555-0140,1999-09-07,Partial High School,Skilled Manual,M,S,0,2,0,0,53655,2017-03-06
11206,NULL,Blake,NULL,Flores,NULL,9410 Ferry St.,NULL,Lynnwood,Washington,United States,98036,975-555-0163,1968-09-24,Partial College,Clerical,M,M,1,0,0,2,87014,2017-03-06
20555,NULL,Kelvin,V,Raje,NULL,Parise Straße 1551,NULL,Frankfurt,Bayern,Germany,91480,1 (11) 500 555-0132,1976-09-12,High School,Skilled Manual,M,M,1,2,0,2,59410,2017-03-06
22080,NULL,Caitlin,M,Sanchez,NULL,3356 Northstar Drive,NULL,Sooke,British Columbia,Canada,V0,629-555-0115,1981-12-04,Partial College,Clerical,F,M,1,2,2,2,84171,2017-03-06
11486,NULL,Ariana,F,Rogers,NULL,Königstr 381,NULL,Erlangen,Bayern,Germany,91054,1 (11) 500 555-0118,1991-05-25,Partial High School,Manual,F,S,0,1,0,0,29012,2017-03-06
28798,NULL,Timothy,W,Phillips,NULL,1515 Tuolumne St.,NULL,Royal Oak,British Columbia,Canada,V8X,797-555-0157,1979-06-17,Partial College,Skilled Manual,M,S,0,1,0,0,52112,2017-03-06
20763,NULL,Lucas,S,Carter,NULL,1585 Larkspur,NULL,Lake Oswego,Oregon,United States,97034,917-555-0167,1977-08-13,High School,Skilled Manual,M,M,1,2,1,2,55293,2017-03-06
25134,NULL,Brett,NULL,Rodriguez,NULL,6928 Jason Ct,NULL,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0173,1988-02-15,Bachelors,Professional,M,M,1,2,0,0,128385,2017-03-06
24032,NULL,Micah,A,Ma,NULL,"36, rue de Cambrai",NULL,Paris,Seine (Paris),France,75009,1 (11) 500 555-0152,1989-05-28,High School,Manual,M,M,0,1,0,1,36307,2017-03-06
13930,NULL,Samantha,C,Coleman,NULL,5878 Scenic Avenue,NULL,W. Linn,Oregon,United States,97068,699-555-0186,1982-02-18,Partial College,Clerical,F,M,1,1,1,2,77619,2017-03-06
17917,NULL,Cristina,S,Raje,NULL,1597 Vista Del Sol,NULL,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0131,1998-11-10,Bachelors,Clerical,F,S,0,0,0,0,81900,2017-03-06
22898,NULL,Melanie,NULL,Washington,NULL,1739 Glenhaven Ave,NULL,El Cajon,California,United States,92020,603-555-0197,1978-03-02,Bachelors,Clerical,F,M,1,1,2,2,81997,2017-03-06
24346,NULL,Giorgio,NULL,Veronesi,NULL,9897 Bayview Cir,NULL,Burlingame,California,United States,94010,313-555-0148,1987-09-05,Graduate Degree,Skilled Manual,F,M,1,1,2,2,59011,2017-03-06
19690,NULL,Robert,C,White,NULL,3269 Fourth St.,NULL,Santa Monica,California,United States,90401,238-555-0112,1954-05-22,Graduate Degree,Professional,M,S,1,2,1,1,136722,2017-03-06
13569,NULL,Marcus,NULL,Hall,NULL,Auf dem Ufer 164,NULL,Darmstadt,Hessen,Germany,64283,1 (11) 500 555-0145,1988-08-13,High School,Skilled Manual,M,S,0,0,0,0,53392,2017-03-06
17406,NULL,Mariah,M,Flores,NULL,8574 Hillview Drive,NULL,Woodburn,Oregon,United States,97071,861-555-0128,1954-09-16,Graduate Degree,Manual,F,M,1,0,0,2,36127,2017-03-06
15298,NULL,Joe,G,Chandra,NULL,5342 Pacheco St.,NULL,Burien,Washington,United States,98168,204-555-0194,1992-09-11,Bachelors,Clerical,M,M,1,1,1,1,85655,2017-03-06
19244,NULL,Sebastian,NULL,Ward,NULL,3717 Greenway Drive,NULL,San Francisco,California,United States,94109,165-555-0113,1993-06-08,Graduate Degree,Clerical,M,M,0,2,0,0,86942,2017-03-06
27979,NULL,Ramon,NULL,Zeng,NULL,426 San Rafael,NULL,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0111,1991-09-23,Bachelors,Clerical,M,M,1,1,0,2,83304,2017-03-06
13923,NULL,Steven,H,Howard,NULL,1546 Cinnabar St.,NULL,Grossmont,California,United States,91941,544-555-0167,1988-03-25,Bachelors,Management,M,S,0,2,0,0,109340,2017-03-06
29323,NULL,Andrea,NULL,Cooper,NULL,134 Peachwillow Street,NULL,Port Hammond,British Columbia,Canada,V6B 3P7,586-555-0120,1996-03-15,High School,Manual,F,S,0,1,0,0,28296,2017-03-06
16519,NULL,Yolanda,NULL,Chander,NULL,4409 North Ranchford,NULL,Hervey Bay,Queensland,Australia,4655,1 (11) 500 555-0143,1996-08-14,High School,Skilled Manual,F,S,0,1,0,0,58197,2017-03-06
14615,NULL,Audrey,E,Dominguez,NULL,5124 Palmer Rd.,NULL,Concord,California,United States,94519,764-555-0139,1988-07-13,Bachelors,Clerical,F,S,0,1,0,0,81372,2017-03-06
12144,NULL,Kelly,NULL,Jenkins,NULL,4511 Gathering Court,NULL,Port Orchard,Washington,United States,98366,131-555-0124,1985-11-10,Partial College,Manual,F,M,0,1,1,2,33019,2017-03-06
19285,NULL,Jacqueline,H,Howard,NULL,Altendorfer Straße 2,NULL,Kassel,Hessen,Germany,34117,1 (11) 500 555-0144,1980-08-11,Bachelors,Management,F,M,1,0,0,2,104363,2017-03-06
25264,NULL,Wyatt,NULL,Bryant,NULL,4744 Mary Dr.,NULL,Bellflower,California,United States,90706,367-555-0158,1997-04-16,High School,Clerical,M,S,0,2,0,0,82063,2017-03-06
23239,NULL,Curtis,O,Wu,NULL,1956 Sequoia Dr.,NULL,Berkeley,California,United States,94704,500-555-0136,1994-05-19,Partial College,Skilled Manual,M,S,0,2,0,0,62363,2017-03-06
21871,NULL,Devin,NULL,Adams,NULL,8590 High Maple Court,NULL,Cranbourne,Victoria,Australia,3977,1 (11) 500 555-0161,1996-11-05,Bachelors,Professional,M,S,0,3,0,0,136418,2017-03-06
26283,NULL,Jeremiah,S,Diaz,NULL,267 Baywood Dr.,NULL,Woodland Hills,California,United States,91364,111-555-0167,1992-10-19,Graduate Degree,Clerical,M,S,0,1,0,0,78877,2017-03-06
26731,NULL,Ethan,A,Clark,NULL,596 Springwood Way,NULL,National City,California,United States,91950,282-555-0179,1972-04-10,Partial College,Skilled Manual,M,M,1,2,0,1,60852,2017-03-06
21002,NULL,Carolyn,NULL,Rodriguez,NULL,8051 Roskelley Dr.,NULL,North Ryde,New South Wales,Australia,2113,1 (11) 500 555-0156,1997-10-27,Partial College,Clerical,F,S,0,2,0,0,80445,2017-03-06
18398,NULL,Geoffrey,NULL,Sanchez,NULL,8463 Vista Avenue,NULL,Colma,California,United States,94014,314-555-0185,1982-01-20,Bachelors,Skilled Manual,M,S,0,0,0,0,54704,2017-03-06
17690,NULL,Jenna,C,Gonzalez,NULL,3986 Lunar Lane,NULL,Chula Vista,California,United States,91910,960-555-0139,1992-12-15,Graduate Degree,Professional,F,S,1,1,0,0,138358,2017-03-06
25780,NULL,Dana,M,Gill,NULL,Roßstr 9928,NULL,Leipzig,Nordrhein-Westfalen,Germany,4139,1 (11) 500 555-0147,1964-06-05,Partial College,Management,F,S,1,1,1,1,106635,2017-03-06
20780,NULL,Michael,A,White,NULL,7270 Pepperidge Way,NULL,Lebanon,Oregon,United States,97355,504-555-0143,1979-01-23,Graduate Degree,Clerical,M,M,1,3,0,2,83882,2017-03-06
12543,NULL,Ruben,NULL,Alvarez,NULL,"8, rue de la Comédie",NULL,Verrieres Le Buisson,Essonne,France,91370,1 (11) 500 555-0112,1978-01-20,Bachelors,Skilled Manual,M,M,1,1,1,2,62561,2017-03-06
11499,NULL,Pedro,A,Vance,NULL,4438 Chrislend Court,NULL,Concord,California,United States,94519,149-555-0132,1994-11-14,Partial College,Clerical,M,S,0,0,0,0,82402,2017-03-06
16490,NULL,Megan,G,Robinson,NULL,6003 San Vincente Drive,NULL,San Gabriel,California,United States,91776,506-555-0188,2000-05-17,Partial College,Clerical,F,M,0,3,0,0,86423,2017-03-06
13313,NULL,Megan,L,Stone,NULL,3197 Thornhill Place,NULL,Glendale,California,United States,91203,526-555-0123,1980-09-10,High School,Manual,F,M,1,1,1,1,34922,2017-03-06
14011,NULL,Roger,G,Shen,NULL,9873 Willow Avenue,NULL,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0186,1970-11-08,Partial College,Clerical,M,S,1,2,0,0,84046,2017-03-06
15946,NULL,Wyatt,L,Wilson,NULL,8634 Sunshine,NULL,Bellflower,California,United States,90706,764-555-0112,1984-07-20,Bachelors,Clerical,M,S,0,1,0,0,77035,2017-03-06
20272,NULL,Seth,W,James,NULL,2132 Virginia Lane,NULL,Bellingham,Washington,United States,98225,949-555-0190,1995-04-23,High School,Skilled Manual,M,S,0,1,0,0,51584,2017-03-06
21250,NULL,Fernando,E,Coleman,NULL,5284 Dumbarton Dr.,NULL,Lebanon,Oregon,United States,97355,222-555-0115,1997-10-24,High School,Clerical,M,M,0,2,0,0,77928,2017-03-06
23564,NULL,Jessica,NULL,Howard,NULL,9089 San Jose Ave,NULL,Newport Beach,California,United States,92625,155-555-0141,1997-03-18,Partial High School,Manual,F,S,0,0,0,0,27543,2017-03-06
14070,NULL,Ricky,S,Alonso,NULL,946 Santa Barbara Rd.,NULL,South Melbourne,Victoria,Australia,3205,1 (11) 500 555-0178,1978-11-10,Bachelors,Professional,M,S,1,2,0,0,132407,2017-03-06
14198,NULL,Daisy,M,Romero,NULL,Alderweg 4948,NULL,Hamburg,Hessen,Germany,22001,1 (11) 500 555-0115,1969-11-12,High School,Manual,F,M,1,0,1,2,33724,2017-03-06
15619,NULL,Levi,NULL,Subram,NULL,4822 Center Street,NULL,Cheltenham,England,United Kingdom,GL50,1 (11) 500 555-0111,1993-03-26,Bachelors,Management,M,M,1,3,0,0,108466,2017-03-06
24985,NULL,Jenna,T,Phillips,NULL,4630 Candlestick Drive,NULL,Torrance,California,United States,90505,528-555-0169,1970-06-04,Bachelors,Management,F,M,1,2,0,2,102345,2017-03-06
29254,NULL,Erin,NULL,Sanchez,NULL,4077 Roxbury Drive,NULL,Edmonds,Washington,United States,98020,904-555-0179,1975-10-15,High School,Skilled Manual,F,M,1,1,1,1,54885,2017-03-06
13741,NULL,Haley,A,Morgan,NULL,306 Winter Drive,# 4d,Imperial Beach,California,United States,91932,116-555-0121,1977-10-19,Partial College,Clerical,F,M,1,3,0,1,82478,2017-03-06
25327,NULL,Adam,NULL,Simmons,NULL,4839 Ramsey Circle,NULL,Victoria,British Columbia,Canada,V8V,504-555-0140,1995-05-12,Partial College,Manual,M,M,0,1,0,0,33289,2017-03-06
26941,NULL,Gerald,NULL,Vazquez,NULL,"88, impasse Notre-Dame",NULL,Colombes,Hauts de Seine,France,92700,1 (11) 500 555-0117,1979-05-06,Bachelors,Clerical,M,M,1,3,1,1,77931,2017-03-06
18052,NULL,Maria,J,Young,NULL,631 Elliott Dr.,NULL,San Francisco,California,United States,94109,125-555-0197,1981-08-10,Partial College,Management,F,M,1,1,1,2,107427,2017-03-06
23395,NULL,Ryan,A,Martinez,NULL,3193 Nephi Court,NULL,West Covina,California,United States,91791,220-555-0132,1987-02-08,Graduate Degree,Professional,M,S,1,3,0,0,136562,2017-03-06
11062,NULL,Noah,D,Powell,NULL,9794 Marion Ct,NULL,Portland,Oregon,United States,97205,767-555-0113,1995-09-02,High School,Skilled Manual,M,M,0,1,0,0,51473,2017-03-06
18011,NULL,Frank,NULL,Gomez,NULL,"22, rue de Bas Marin",NULL,Paris,Seine (Paris),France,75008,1 (11) 500 555-0123,1985-05-03,Partial College,Clerical,M,S,0,3,0,0,86647,2017-03-06
21425,NULL,Carlos,NULL,Hall,NULL,8306 Sun Tree Lane,NULL,National City,California,United States,91950,511-555-0178,1976-06-27,High School,Skilled Manual,M,M,1,2,1,2,55204,2017-03-06
23384,NULL,Taylor,NULL,Wilson,NULL,5913 Mayette Avenue,NULL,Burlingame,California,United States,94010,106-555-0111,1981-02-09,Partial College,Management,F,M,1,3,1,1,104531,2017-03-06
16000,NULL,Gabrielle,H,Ramirez,NULL,9564 Pennsylvania Blvd.,NULL,Westminster,British Columbia,Canada,V3L 1E7,122-555-0129,1957-09-27,Graduate Degree,Clerical,F,M,1,2,0,3,86427,2017-03-06
26648,NULL,Riley,NULL,Rogers,NULL,911 Nicholas Drive,NULL,Beverly Hills,California,United States,90210,990-555-0122,1978-10-24,Graduate Degree,Manual,F,S,0,1,0,0,27642,2017-03-06
14711,NULL,Deborah,NULL,Xu,NULL,Essener Straße 226,NULL,Paderborn,Nordrhein-Westfalen,Germany,33098,1 (11) 500 555-0118,1991-11-01,High School,Skilled Manual,F,S,0,0,0,0,61744,2017-03-06
15939,NULL,Jennifer,A,Brown,NULL,7074 Crown Court,NULL,Tacoma,Washington,United States,98403,185-555-0173,1985-02-11,Partial College,Skilled Manual,F,M,1,2,0,1,53308,2017-03-06
19755,NULL,Lauren,M,Foster,NULL,2598 La Vista Circle,NULL,Spokane,Washington,United States,99202,543-555-0120,1997-06-24,Partial College,Skilled Manual,F,M,0,1,0,0,56129,2017-03-06
14209,NULL,Craig,NULL,Ramos,NULL,8932 Condor Place,NULL,Lane Cove,New South Wales,Australia,1597,1 (11) 500 555-0196,1995-04-09,Bachelors,Skilled Manual,M,M,0,1,0,0,61590,2017-03-06
21172,NULL,Francisco,D,Sanchez,NULL,5872 Matterhorn Court,NULL,Caloundra,Queensland,Australia,4551,1 (11) 500 555-0156,1988-05-07,Bachelors,Management,M,M,1,2,0,0,106650,2017-03-06
26498,NULL,Ethan,NULL,Hayes,NULL,9765 Marie Drive,NULL,Renton,Washington,United States,98055,114-555-0179,1968-10-26,Partial College,Clerical,M,M,1,1,1,2,79043,2017-03-06
12891,NULL,Kaylee,T,King,NULL,1162 Thunderbird Drive,NULL,Oregon City,Oregon,United States,97045,775-555-0122,1991-04-16,Graduate Degree,Professional,F,M,1,2,0,0,134767,2017-03-06
11974,NULL,Randy,W,Sun,NULL,8540 Ravenwood Dr.,NULL,Berkeley,California,United States,94704,156-555-0147,1994-02-07,Partial College,Skilled Manual,M,S,0,1,0,0,51558,2017-03-06
25256,NULL,Eric,G,Hill,NULL,6565 Jamie Way,NULL,Shawnee,British Columbia,Canada,V9B 5T2,614-555-0127,1995-04-28,High School,Manual,M,M,0,0,0,0,35459,2017-03-06
22165,NULL,Aaron,L,Perez,NULL,749 Ida Dr.,NULL,Glendale,California,United States,91203,143-555-0143,1996-11-01,Partial College,Skilled Manual,M,M,0,2,0,0,57310,2017-03-06
22759,NULL,Julia,A,Ramirez,NULL,8371 Marlesta Rd,NULL,Olympia,Washington,United States,98501,207-555-0114,1968-11-21,Partial College,Manual,F,M,1,0,1,2,34215,2017-03-06
29070,NULL,Arianna,H,Simmons,NULL,24 San Vincente Drive,NULL,Lakewood,California,United States,90712,581-555-0195,1998-05-15,Partial College,Skilled Manual,F,S,0,2,0,0,56390,2017-03-06
13164,NULL,Olivia,A,Ward,NULL,4259 Fenway,NULL,Downey,California,United States,90241,966-555-0173,1996-05-04,Partial College,Clerical,F,S,0,1,0,0,78931,2017-03-06
15104,NULL,Ashley,NULL,Thompson,NULL,"371, rue des Rosiers",NULL,Tremblay-en-France,Seine Saint Denis,France,93290,1 (11) 500 555-0117,1973-02-04,Partial College,Skilled Manual,F,M,1,1,1,2,54845,2017-03-06
21423,NULL,Connor,NULL,Adams,NULL,8308 La Salle Ave.,NULL,Westminster,British Columbia,Canada,V3L 1H4,895-555-0169,1977-07-19,Partial College,Clerical,M,S,1,1,0,0,78507,2017-03-06
26751,NULL,Mallory,E,Serrano,NULL,4467 Hoover Court,NULL,Wollongong,New South Wales,Australia,2500,1 (11) 500 555-0163,1980-07-25,Partial College,Skilled Manual,F,S,0,1,0,0,56636,2017-03-06
22350,NULL,Riley,M,Powell,NULL,6516 Beauer Lane,NULL,Seattle,Washington,United States,98104,986-555-0185,1976-06-06,High School,Manual,F,M,1,1,2,2,30624,2017-03-06
27918,NULL,Samantha,R,Ross,NULL,1433 Manila Avenue,NULL,Burlingame,California,United States,94010,956-555-0151,1992-08-19,Partial College,Manual,F,M,0,0,1,1,27109,2017-03-06
24502,NULL,Deb,NULL,Price,NULL,7952 Quartermaster,NULL,Port Macquarie,New South Wales,Australia,2444,1 (11) 500 555-0165,1960-08-12,Bachelors,Skilled Manual,M,M,1,1,1,2,60686,2017-03-06
25487,NULL,Allison,NULL,Rogers,NULL,Lindenalle 424,NULL,Hof,Bayern,Germany,95010,1 (11) 500 555-0174,1985-07-22,Partial College,Skilled Manual,F,M,1,1,0,2,60438,2017-03-06
